,Niger
2498,90000
2499,90000
2500,90000
2501,90000
2502,90000
2503,90000
2504,90000
2505,90000
2506,90000
2507,90000
2508,90000
2509,90000
2510,90000
2511,90000
2512,90000
2513,90000
2514,90000
2515,90000
2516,90000
2517,90000
2518,90000
2519,90000
2520,90000
2521,90000
2522,90000
2523,90000
2524,90000
2525,90000
2526,90000
2527,90000
2528,90000
2529,90000
2530,90000
2531,90000
2532,90000
2533,90000
2534,90000
2535,90000
2536,90000
2537,90000
2538,90000
2539,90000
2540,90000
2541,90000
2542,90000
2543,90000
2544,90000
2545,90000
2546,90000
2547,90000
2548,90000
2549,90000
2550,90000
2551,90000
2552,90000
2553,90000
2554,90000
2555,90000
2556,90000
2557,90000
2558,90000
2559,90000
2560,90000
2561,90000
2562,90000
2563,90000
2564,90000
2565,90000
2566,90000
2567,90000
2568,90000
2569,90000
2570,90000
2571,90000
2572,90000
2573,90000
2574,90000
2575,90000
2576,90000
2577,90000
2578,90000
2579,90000
2580,90000
2581,90000
2582,90000
2583,90000
2584,90000
2585,90000
2586,90000
2587,90000
2588,90000
2589,90000
2590,90000
2591,90000
2592,90000
2593,90000
2594,90000
2595,90000
2596,90000
2597,90000
2598,90000
2599,90000
2600,90000
2601,90000
2602,90000
2603,90000
2604,90000
2605,90000
2606,90000
2607,90000
2608,90000
2609,90000
2610,90000
2611,90000
2612,90000
2613,90000
2614,90000
2615,90000
2616,90000
2617,90000
2618,90000
2619,90000
2620,90000
2621,90000
2622,90000
2623,90000
2624,90000
2625,90000
2626,90000
2627,90000
2628,90000
2629,90000
2630,90000
2631,90000
2632,90000
2633,90000
2634,90000
2635,90000
2636,90000
2637,90000
2638,90000
2639,90000
2640,90000
2641,90000
2642,90000
2643,90000
2644,90000
2645,90000
2646,90000
2647,90000
2648,90000
2649,90000
2650,90000
2651,90000
2652,90000
2653,90000
2654,90000
2655,90000
2656,90000
2657,90000
2658,90000
2659,90000
2660,90000
2661,90000
2662,90000
2663,90000
2664,90000
2665,90000
2666,90000
2667,90000
2668,90000
2669,90000
2670,90000
2671,90000
2672,90000
2673,90000
2674,90000
2675,90000
2676,90000
2677,90000
2678,90000
2679,90000
2680,90000
2681,90000
2682,90000
2683,90000
2684,90000
2685,90000
2686,90000
2687,90000
2688,90000
2689,90000
2690,90000
2691,90000
2692,90000
2693,90000
2694,90000
2695,90000
2696,90000
2697,90000
2698,90000
2699,90000
2700,90000
2701,90000
2702,90000
2703,90000
2704,90000
2705,90000
2706,90000
2707,90000
2708,90000
2709,90000
2710,90000
2711,90000
2712,90000
2713,90000
2714,90000
2715,90000
2716,90000
2717,90000
2718,90000
2719,90000
2720,90000
2721,90000
2722,90000
2723,90000
2724,90000
2725,90000
2726,90000
2727,90000
2728,90000
2729,90000
2730,90000
2731,90000
2732,90000
2733,90000
2734,90000
2735,90000
2736,90000
2737,90000
2738,90000
2739,90000
2740,90000
2741,90000
2742,90000
2743,90000
2744,90000
2745,90000
2746,90000
2747,90000
2748,90000
2749,90000
2750,90000
2751,90000
2752,90000
2753,90000
2754,90000
2755,90000
2756,90000
2757,90000
2758,90000
2759,90000
2760,90000
2761,90000
2762,90000
2763,90000
2764,90000
2765,90000
2766,90000
2767,90000
2768,90000
2769,90000
2770,90000
2771,90000
2772,90000
2773,90000
2774,90000
2775,90000
2776,90000
2777,90000
2778,90000
2779,90000
2780,90000
2781,90000
2782,90000
2783,90000
2784,90000
2785,90000
2786,90000
2787,90000
2788,90000
2789,90000
2790,90000
2791,90000
2792,90000
2793,90000
2794,90000
2795,90000
2796,90000
2797,90000
2798,90000
2799,90000
2800,90000
2801,90000
2802,90000
2803,90000
2804,90000
2805,90000
2806,90000
2807,90000
2808,90000
2809,90000
2810,90000
2811,90000
2812,90000
2813,90000
2814,90000
2815,90000
2816,90000
2817,90000
2818,90000
2819,90000
2820,90000
2821,90000
2822,90000
2823,90000
2824,90000
2825,90000
2826,90000
2827,90000
2828,90000
2829,90000
2830,90000
2831,90000
2832,90000
2833,90000
2834,90000
2835,90000
2836,90000
2837,90000
2838,90000
2839,90000
2840,90000
2841,90000
2842,90000
2843,90000
2844,90000
2845,90000
2846,90000
2847,90000
2848,90000
2849,90000
2850,90000
2851,90000
2852,90000
2853,90000
2854,90000
2855,90000
2856,90000
2857,90000
2858,90000
2859,90000
2860,90000
2861,90000
2862,90000
2863,90000
2864,90000
2865,90000
2866,90000
2867,90000
2868,90000
2869,90000
2870,90000
2871,90000
2872,90000
2873,90000
2874,90000
2875,90000
2876,90000
2877,90000
2878,90000
2879,90000
2880,90000
2881,90000
2882,90000
2883,90000
2884,90000
2885,90000
2886,90000
2887,90000
2888,90000
2889,90000
2890,90000
2891,90000
2892,90000
2893,90000
2894,90000
2895,90000
2896,90000
2897,90000
2898,90000
2899,90000
2900,90000
2901,90000
2902,90000
2903,90000
2904,90000
2905,90000
2906,90000
2907,90000
2908,90000
2909,90000
2910,90000
2911,90000
2912,90000
2913,90000
2914,90000
2915,90000
2916,90000
2917,90000
2918,90000
2919,90000
2920,90000
2921,90000
2922,90000
2923,90000
2924,90000
2925,90000
2926,90000
2927,90000
2928,90000
2929,90000
2930,90000
2931,90000
2932,90000
2933,90000
2934,90000
2935,90000
2936,90000
2937,90000
2938,90000
2939,90000
2940,90000
2941,90000
2942,90000
2943,90000
2944,90000
2945,90000
2946,90000
2947,90000
2948,90000
2949,90000
2950,90000
2951,90000
2952,90000
2953,90000
2954,90000
2955,90000
2956,90000
2957,90000
2958,90000
2959,90000
2960,90000
2961,90000
2962,90000
2963,90000
2964,90000
2965,90000
2966,90000
2967,90000
2968,90000
2969,90000
2970,90000
2971,90000
2972,90000
2973,90000
2974,90000
2975,90000
2976,90000
2977,90000
2978,90000
2979,90000
2980,90000
2981,90000
2982,90000
2983,90000
2984,90000
2985,90000
2986,90000
2987,90000
2988,90000
2989,90000
2990,90000
2991,90000
2992,90000
2993,90000
2994,90000
2995,90000
2996,90000
2997,90000
2998,90000
2999,90000
3000,90000
3001,90000
3002,90000
3003,90000
3004,90000
3005,90000
3006,90000
3007,90000
3008,90000
3009,90000
3010,90000
3011,90000
3012,90000
3013,90000
3014,90000
3015,90000
3016,90000
3017,90000
3018,90000
3019,90000
3020,90000
3021,90000
3022,90000
3023,90000
3024,90000
3025,90000
3026,90000
3027,90000
3028,90000
3029,90000
3030,90000
3031,90000
3032,90000
3033,90000
3034,90000
3035,90000
3036,90000
3037,90000
3038,90000
3039,90000
3040,90000
3041,90000
3042,90000
3043,90000
3044,90000
3045,90000
3046,90000
3047,90000
3048,90000
3049,90000
3050,90000
3051,90000
3052,90000
3053,90000
3054,90000
3055,90000
3056,90000
3057,90000
3058,90000
3059,90000
3060,90000
3061,90000
3062,90000
3063,90000
3064,90000
3065,90000
3066,90000
3067,90000
3068,90000
3069,90000
3070,90000
3071,90000
3072,90000
3073,90000
3074,90000
3075,90000
3076,90000
3077,90000
3078,90000
3079,90000
3080,90000
3081,90000
3082,90000
3083,90000
3084,90000
3085,90000
3086,90000
3087,90000
3088,90000
3089,90000
3090,90000
3091,90000
3092,90000
3093,90000
3094,90000
3095,90000
3096,90000
3097,90000
3098,90000
3099,90000
3100,90000
3101,90000
3102,90000
3103,90000
3104,90000
3105,90000
3106,90000
3107,90000
3108,90000
3109,90000
3110,90000
3111,90000
3112,90000
3113,90000
3114,90000
3115,90000
3116,90000
3117,90000
3118,90000
3119,90000
3120,90000
3121,90000
3122,90000
3123,90000
3124,90000
3125,90000
3126,90000
3127,90000
3128,90000
3129,90000
3130,90000
3131,90000
3132,90000
3133,90000
3134,90000
3135,90000
3136,90000
3137,90000
3138,90000
3139,90000
3140,90000
3141,90000
3142,90000
3143,90000
3144,90000
3145,90000
3146,90000
3147,90000
3148,90000
3149,90000
3150,90000
3151,90000
3152,90000
3153,90000
3154,90000
3155,90000
3156,90000
3157,90000
3158,90000
3159,90000
3160,90000
3161,90000
3162,90000
3163,90000
3164,90000
3165,90000
3166,90000
3167,90000
3168,90000
3169,90000
3170,90000
3171,90000
3172,90000
3173,90000
3174,90000
3175,90000
3176,90000
3177,90000
3178,90000
3179,90000
3180,90000
3181,90000
3182,90000
3183,90000
3184,90000
3185,90000
3186,90000
3187,90000
3188,90000
3189,90000
3190,90000
3191,90000
3192,90000
3193,90000
3194,90000
3195,90000
3196,90000
3197,90000
3198,90000
3199,90000
3200,90000
3201,90000
3202,90000
3203,90000
3204,90000
3205,90000
3206,90000
3207,90000
3208,90000
3209,90000
3210,90000
3211,90000
3212,90000
3213,90000
3214,90000
3215,90000
3216,90000
3217,90000
3218,90000
3219,90000
3220,90000
3221,90000
3222,90000
3223,90000
3224,90000
3225,90000
3226,90000
3227,90000
3228,90000
3229,90000
3230,90000
3231,90000
3232,90000
3233,90000
3234,90000
3235,90000
3236,90000
3237,90000
3238,90000
3239,90000
3240,90000
3241,90000
3242,90000
3243,90000
3244,90000
3245,90000
3246,90000
3247,90000
3248,90000
3249,90000
3250,90000
3251,90000
3252,90000
3253,90000
3254,90000
3255,90000
3256,90000
3257,90000
3258,90000
3259,90000
3260,90000
3261,90000
3262,90000
3263,90000
3264,90000
3265,90000
3266,90000
3267,90000
3268,90000
3269,90000
3270,90000
3271,90000
3272,90000
3273,90000
3274,90000
3275,90000
3276,90000
3277,90000
3278,90000
3279,90000
3280,90000
3281,90000
3282,90000
3283,90000
3284,90000
3285,90000
3286,90000
3287,90000
3288,90000
3289,90000
3290,90000
3291,90000
3292,90000
3293,90000
3294,90000
3295,90000
3296,90000
3297,90000
3298,90000
3299,90000
3300,90000
3301,90000
3302,90000
3303,90000
3304,90000
3305,90000
3306,90000
3307,90000
3308,90000
3309,90000
3310,90000
3311,90000
3312,90000
3313,90000
3314,90000
3315,90000
3316,90000
3317,90000
3318,90000
3319,90000
3320,90000
3321,90000
3322,90000
3323,90000
3324,90000
3325,90000
3326,90000
3327,90000
3328,90000
3329,90000
3330,90000
3331,90000
3332,90000
3333,90000
3334,90000
3335,90000
3336,90000
3337,90000
3338,90000
3339,90000
3340,90000
3341,90000
3342,90000
3343,90000
3344,90000
3345,90000
3346,90000
3347,90000
3348,90000
3349,90000
3350,90000
3351,90000
3352,90000
3353,90000
3354,90000
3355,90000
3356,90000
3357,90000
3358,90000
3359,90000
3360,90000
3361,90000
3362,90000
3363,90000
3364,90000
3365,90000
3366,90000
3367,90000
3368,90000
3369,90000
3370,90000
3371,90000
3372,90000
3373,90000
3374,90000
3375,90000
3376,90000
3377,90000
3378,90000
3379,90000
3380,90000
3381,90000
3382,90000
3383,90000
3384,90000
3385,90000
3386,90000
3387,90000
3388,90000
3389,90000
3390,90000
3391,90000
3392,90000
3393,90000
3394,90000
3395,90000
3396,90000
3397,90000
3398,90000
3399,90000
3400,90000
3401,90000
3402,90000
3403,90000
3404,90000
3405,90000
3406,90000
3407,90000
3408,90000
3409,90000
3410,90000
3411,90000
3412,90000
3413,90000
3414,90000
3415,90000
3416,90000
3417,90000
3418,90000
3419,90000
3420,90000
3421,90000
3422,90000
3423,90000
3424,90000
3425,90000
3426,90000
3427,90000
3428,90000
3429,90000
3430,90000
3431,90000
3432,90000
3433,90000
3434,90000
3435,90000
3436,90000
3437,90000
3438,90000
3439,90000
3440,90000
3441,90000
3442,90000
3443,90000
3444,90000
3445,90000
3446,90000
3447,90000
3448,90000
3449,90000
3450,90000
3451,90000
3452,90000
3453,90000
3454,90000
3455,90000
3456,90000
3457,90000
3458,90000
3459,90000
3460,90000
3461,90000
3462,90000
3463,90000
3464,90000
3465,90000
3466,90000
3467,90000
3468,90000
3469,90000
3470,90000
3471,90000
3472,90000
3473,90000
3474,90000
3475,90000
3476,90000
3477,90000
3478,90000
3479,90000
3480,90000
3481,90000
3482,90000
3483,90000
3484,90000
3485,90000
3486,90000
3487,90000
3488,90000
3489,90000
3490,90000
3491,90000
3492,90000
3493,90000
3494,90000
3495,90000
3496,90000
3497,90000
3498,90000
3499,90000
3500,90000
3501,90000
3502,90000
3503,90000
3504,90000
3505,90000
3506,90000
3507,90000
3508,90000
3509,90000
3510,90000
3511,90000
3512,90000
3513,90000
3514,90000
3515,90000
3516,90000
3517,90000
3518,90000
3519,90000
3520,90000
3521,90000
3522,90000
3523,90000
3524,90000
3525,90000
3526,90000
3527,90000
3528,90000
3529,90000
3530,90000
3531,90000
3532,90000
3533,90000
3534,90000
3535,90000
3536,90000
3537,90000
3538,90000
3539,90000
3540,90000
3541,90000
3542,90000
3543,90000
3544,90000
3545,90000
3546,90000
3547,90000
3548,90000
3549,90000
3550,90000
3551,90000
3552,90000
3553,90000
3554,90000
3555,90000
3556,90000
3557,90000
3558,90000
3559,90000
3560,90000
3561,90000
3562,90000
3563,90000
3564,90000
3565,90000
3566,90000
3567,90000
3568,90000
3569,90000
3570,90000
3571,90000
3572,90000
3573,90000
3574,90000
3575,90000
3576,90000
3577,90000
3578,90000
3579,90000
3580,90000
3581,90000
3582,90000
3583,90000
3584,90000
3585,90000
3586,90000
3587,90000
3588,90000
3589,90000
3590,90000
3591,90000
3592,90000
3593,90000
3594,90000
3595,90000
3596,90000
3597,90000
3598,90000
3599,90000
3600,90000
3601,90000
3602,90000
3603,90000
3604,90000
3605,90000
3606,90000
3607,90000
3608,90000
3609,90000
3610,90000
3611,90000
3612,90000
3613,90000
3614,90000
3615,90000
3616,90000
3617,90000
3618,90000
3619,90000
3620,90000
3621,90000
3622,90000
3623,90000
3624,90000
3625,90000
3626,90000
3627,90000
3628,90000
3629,90000
3630,90000
3631,90000
3632,90000
3633,90000
3634,90000
3635,90000
3636,90000
3637,90000
3638,90000
3639,90000
3640,90000
3641,90000
3642,90000
3643,90000
3644,90000
3645,90000
3646,90000
3647,90000
3648,90000
3649,90000
3650,90000
3651,90000
3652,90000
3653,90000
3654,90000
3655,90000
3656,90000
3657,90000
3658,90000
3659,90000
3660,90000
3661,90000
3662,90000
3663,90000
3664,90000
3665,90000
3666,90000
3667,90000
3668,90000
3669,90000
3670,90000
3671,90000
3672,90000
3673,90000
3674,90000
3675,90000
3676,90000
3677,90000
3678,90000
3679,90000
3680,90000
3681,90000
3682,90000
3683,90000
3684,90000
3685,90000
3686,90000
3687,90000
3688,90000
3689,90000
3690,90000
3691,90000
3692,90000
3693,90000
3694,90000
3695,90000
3696,90000
3697,90000
3698,90000
3699,90000
3700,90000
3701,90000
3702,90000
3703,90000
3704,90000
3705,90000
3706,90000
3707,90000
3708,90000
3709,90000
3710,90000
3711,90000
3712,90000
3713,90000
3714,90000
3715,90000
3716,90000
3717,90000
3718,90000
3719,90000
3720,90000
3721,90000
3722,90000
3723,90000
3724,90000
3725,90000
3726,90000
3727,90000
3728,90000
3729,90000
3730,90000
3731,90000
3732,90000
3733,90000
3734,90000
3735,90000
3736,90000
3737,90000
3738,90000
3739,90000
3740,90000
3741,90000
3742,90000
3743,90000
3744,90000
3745,90000
3746,90000
3747,90000
3748,90000
3749,90000
3750,90000
3751,90000
3752,90000
3753,90000
3754,90000
3755,90000
3756,90000
3757,90000
3758,90000
3759,90000
3760,90000
3761,90000
3762,90000
3763,90000
3764,90000
3765,90000
3766,90000
3767,90000
3768,90000
3769,90000
3770,90000
3771,90000
3772,90000
3773,90000
3774,90000
3775,90000
3776,90000
3777,90000
3778,90000
3779,90000
3780,90000
3781,90000
3782,90000
3783,90000
3784,90000
3785,90000
3786,90000
3787,90000
3788,90000
3789,90000
3790,90000
3791,90000
3792,90000
3793,90000
3794,90000
3795,90000
3796,90000
3797,90000
3798,90000
3799,90000
3800,90000
3801,90000
3802,90000
3803,90000
3804,90000
3805,90000
3806,90000
3807,90000
3808,90000
3809,90000
3810,90000
3811,90000
3812,90000
3813,90000
3814,90000
3815,90000
3816,90000
3817,90000
3818,90000
3819,90000
3820,90000
3821,90000
3822,90000
3823,90000
3824,90000
3825,90000
3826,90000
3827,90000
3828,90000
3829,90000
3830,90000
3831,90000
3832,90000
3833,90000
3834,90000
3835,90000
3836,90000
3837,90000
3838,90000
3839,90000
3840,90000
3841,90000
3842,90000
3843,90000
3844,90000
3845,90000
3846,90000
3847,90000
3848,90000
3849,90000
3850,90000
3851,90000
3852,90000
3853,90000
3854,90000
3855,90000
3856,90000
3857,90000
3858,90000
3859,90000
3860,90000
3861,90000
3862,90000
3863,90000
3864,90000
3865,90000
3866,90000
3867,90000
3868,90000
3869,90000
3870,90000
3871,90000
3872,90000
3873,90000
3874,90000
3875,90000
3876,90000
3877,90000
3878,90000
3879,90000
3880,90000
3881,90000
3882,90000
3883,90000
3884,90000
3885,90000
3886,90000
3887,90000
3888,90000
3889,90000
3890,90000
3891,90000
3892,90000
3893,90000
3894,90000
3895,90000
3896,90000
3897,90000
3898,90000
3899,90000
3900,90000
3901,90000
3902,90000
3903,90000
3904,90000
3905,90000
3906,90000
3907,90000
3908,90000
3909,90000
3910,90000
3911,90000
3912,90000
3913,90000
3914,90000
3915,90000
3916,90000
3917,90000
3918,90000
3919,90000
3920,90000
3921,90000
3922,90000
3923,90000
3924,90000
3925,90000
3926,90000
3927,90000
3928,90000
3929,90000
3930,90000
3931,90000
3932,90000
3933,90000
3934,90000
3935,90000
3936,90000
3937,90000
3938,90000
3939,90000
3940,90000
3941,90000
3942,90000
3943,90000
3944,90000
3945,90000
3946,90000
3947,90000
3948,90000
3949,90000
3950,90000
3951,90000
3952,90000
3953,90000
3954,90000
3955,90000
3956,90000
3957,90000
3958,90000
3959,90000
3960,90000
3961,90000
3962,90000
3963,90000
3964,90000
3965,90000
3966,90000
3967,90000
3968,90000
3969,90000
3970,90000
3971,90000
3972,90000
3973,90000
3974,90000
3975,90000
3976,90000
3977,90000
3978,90000
3979,90000
3980,90000
3981,90000
3982,90000
3983,90000
3984,90000
3985,90000
3986,90000
3987,90000
3988,90000
3989,90000
3990,90000
3991,90000
3992,90000
3993,90000
3994,90000
3995,90000
3996,90000
3997,90000
3998,90000
3999,90000
4000,90000
4001,90000
4002,90000
4003,90000
4004,90000
4005,90000
4006,90000
4007,90000
4008,90000
4009,90000
4010,90000
4011,90000
4012,90000
4013,90000
4014,90000
4015,90000
4016,90000
4017,90000
4018,90000
4019,90000
4020,90000
4021,90000
4022,90000
4023,90000
4024,90000
4025,90000
4026,90000
4027,90000
4028,90000
4029,90000
4030,90000
4031,90000
4032,90000
4033,90000
4034,90000
4035,90000
4036,90000
4037,90000
4038,90000
4039,90000
4040,90000
4041,90000
4042,90000
4043,90000
4044,90000
4045,90000
4046,90000
4047,90000
4048,90000
4049,90000
4050,90000
4051,90000
4052,90000
4053,90000
4054,90000
4055,90000
4056,90000
4057,90000
4058,90000
4059,90000
4060,90000
4061,90000
4062,90000
4063,90000
4064,90000
4065,90000
4066,90000
4067,90000
4068,90000
4069,90000
4070,90000
4071,90000
4072,90000
4073,90000
4074,90000
4075,90000
4076,90000
4077,90000
4078,90000
4079,90000
4080,90000
4081,90000
4082,90000
4083,90000
4084,90000
4085,90000
4086,90000
4087,90000
4088,90000
4089,90000
4090,90000
4091,90000
4092,90000
4093,90000
4094,90000
4095,90000
4096,90000
4097,90000
4098,90000
4099,90000
4100,90000
4101,90000
4102,90000
4103,90000
4104,90000
4105,90000
4106,90000
4107,90000
4108,90000
4109,90000
4110,90000
4111,90000
4112,90000
4113,90000
4114,90000
4115,90000
4116,90000
4117,90000
4118,90000
4119,90000
4120,90000
4121,90000
4122,90000
4123,90000
4124,90000
4125,90000
4126,90000
4127,90000
4128,90000
4129,90000
4130,90000
4131,90000
4132,90000
4133,90000
4134,90000
4135,90000
4136,90000
4137,90000
4138,90000
4139,90000
4140,90000
4141,90000
4142,90000
4143,90000
4144,90000
4145,90000
4146,90000
4147,90000
4148,90000
4149,90000
4150,90000
4151,90000
4152,90000
4153,90000
4154,90000
4155,90000
4156,90000
4157,90000
4158,90000
4159,90000
4160,90000
4161,90000
4162,90000
4163,90000
4164,90000
4165,90000
4166,90000
4167,90000
4168,90000
4169,90000
4170,90000
4171,90000
4172,90000
4173,90000
4174,90000
4175,90000
4176,90000
4177,90000
4178,90000
4179,90000
4180,90000
4181,90000
4182,90000
4183,90000
4184,90000
4185,90000
4186,90000
4187,90000
4188,90000
4189,90000
4190,90000
4191,90000
4192,90000
4193,90000
4194,90000
4195,90000
4196,90000
4197,90000
4198,90000
4199,90000
4200,90000
4201,90000
4202,90000
4203,90000
4204,90000
4205,90000
4206,90000
4207,90000
4208,90000
4209,90000
4210,90000
4211,90000
4212,90000
4213,90000
4214,90000
4215,90000
4216,90000
4217,90000
4218,90000
4219,90000
4220,90000
4221,90000
4222,90000
4223,90000
4224,90000
4225,90000
4226,90000
4227,90000
4228,90000
4229,90000
4230,90000
4231,90000
4232,90000
4233,90000
4234,90000
4235,90000
4236,90000
4237,90000
4238,90000
4239,90000
4240,90000
4241,90000
4242,90000
4243,90000
4244,90000
4245,90000
4246,90000
4247,90000
4248,90000
4249,90000
4250,90000
4251,90000
4252,90000
4253,90000
4254,90000
4255,90000
4256,90000
4257,90000
4258,90000
4259,90000
4260,90000
4261,90000
4262,90000
4263,90000
4264,90000
4265,90000
4266,90000
4267,90000
4268,90000
4269,90000
4270,90000
4271,90000
4272,90000
4273,90000
4274,90000
4275,90000
4276,90000
4277,90000
4278,90000
4279,90000
4280,90000
4281,90000
4282,90000
4283,90000
4284,90000
4285,90000
4286,90000
4287,90000
4288,90000
4289,90000
4290,90000
4291,90000
4292,90000
4293,90000
4294,90000
4295,90000
4296,90000
4297,90000
4298,90000
4299,90000
4300,90000
4301,90000
4302,90000
4303,90000
4304,90000
4305,90000
4306,90000
4307,90000
4308,90000
4309,90000
4310,90000
4311,90000
4312,90000
4313,90000
4314,90000
4315,90000
4316,90000
4317,90000
4318,90000
4319,90000
4320,90000
4321,90000
4322,90000
4323,90000
4324,90000
4325,90000
4326,90000
4327,90000
4328,90000
4329,90000
4330,90000
4331,90000
4332,90000
4333,90000
4334,90000
4335,90000
4336,90000
4337,90000
4338,90000
4339,90000
4340,90000
4341,90000
4342,90000
4343,90000
4344,90000
4345,90000
4346,90000
4347,90000
4348,90000
4349,90000
4350,90000
4351,90000
4352,90000
4353,90000
4354,90000
4355,90000
4356,90000
4357,90000
4358,90000
4359,90000
4360,90000
4361,90000
4362,90000
4363,90000
4364,90000
4365,90000
4366,90000
4367,90000
4368,90000
4369,90000
4370,90000
4371,90000
4372,90000
4373,90000
4374,90000
4375,90000
4376,90000
4377,90000
4378,90000
4379,90000
4380,90000
4381,90000
4382,90000
4383,90000
4384,90000
4385,90000
4386,90000
4387,90000
4388,90000
4389,90000
4390,90000
4391,90000
4392,90000
4393,90000
4394,90000
4395,90000
4396,90000
4397,90000
4398,90000
4399,90000
4400,90000
4401,90000
4402,90000
4403,90000
4404,90000
4405,90000
4406,90000
4407,90000
4408,90000
4409,90000
4410,90000
4411,90000
4412,90000
4413,90000
4414,90000
4415,90000
4416,90000
4417,90000
4418,90000
4419,90000
4420,90000
4421,90000
4422,90000
4423,90000
4424,90000
4425,90000
4426,90000
4427,90000
4428,90000
4429,90000
4430,90000
4431,90000
4432,90000
4433,90000
4434,90000
4435,90000
4436,90000
4437,90000
4438,90000
4439,90000
4440,90000
4441,90000
4442,90000
4443,90000
4444,90000
4445,90000
4446,90000
4447,90000
4448,90000
4449,90000
4450,90000
4451,90000
4452,90000
4453,90000
4454,90000
4455,90000
4456,90000
4457,90000
4458,90000
4459,90000
4460,90000
4461,90000
4462,90000
4463,90000
4464,90000
4465,90000
4466,90000
4467,90000
4468,90000
4469,90000
4470,90000
4471,90000
4472,90000
4473,90000
4474,90000
4475,90000
4476,90000
4477,90000
4478,90000
4479,90000
4480,90000
4481,90000
4482,90000
4483,90000
4484,90000
4485,90000
4486,90000
4487,90000
4488,90000
4489,90000
4490,90000
4491,90000
4492,90000
4493,90000
4494,90000
4495,90000
4496,90000
4497,90000
4498,90000
4499,90000
4500,90000
4501,90000
4502,90000
4503,90000
4504,90000
4505,90000
4506,90000
4507,90000
4508,90000
4509,90000
4510,90000
4511,90000
4512,90000
4513,90000
4514,90000
4515,90000
4516,90000
4517,90000
4518,90000
4519,90000
4520,90000
4521,90000
4522,90000
4523,90000
4524,90000
4525,90000
4526,90000
4527,90000
4528,90000
4529,90000
4530,90000
4531,90000
4532,90000
4533,90000
4534,90000
4535,90000
4536,90000
4537,90000
4538,90000
4539,90000
4540,90000
4541,90000
4542,90000
4543,90000
4544,90000
4545,90000
4546,90000
4547,90000
4548,90000
4549,90000
4550,90000
4551,90000
4552,90000
4553,90000
4554,90000
4555,90000
4556,90000
4557,90000
4558,90000
4559,90000
4560,90000
4561,90000
4562,90000
4563,90000
4564,90000
4565,90000
4566,90000
4567,90000
4568,90000
4569,90000
4570,90000
4571,90000
4572,90000
4573,90000
4574,90000
4575,90000
4576,90000
4577,90000
4578,90000
4579,90000
4580,90000
4581,90000
4582,90000
4583,90000
4584,90000
4585,90000
4586,90000
4587,90000
4588,90000
4589,90000
4590,90000
4591,90000
4592,90000
4593,90000
4594,90000
4595,90000
4596,90000
4597,90000
4598,90000
4599,90000
4600,90000
4601,90000
4602,90000
4603,90000
4604,90000
4605,90000
4606,90000
4607,90000
4608,90000
4609,90000
4610,90000
4611,90000
4612,90000
4613,90000
4614,90000
4615,90000
4616,90000
4617,90000
4618,90000
4619,90000
4620,90000
4621,90000
4622,90000
4623,90000
4624,90000
4625,90000
4626,90000
4627,90000
4628,90000
4629,90000
4630,90000
4631,90000
4632,90000
4633,90000
4634,90000
4635,90000
4636,90000
4637,90000
4638,90000
4639,90000
4640,90000
4641,90000
4642,90000
4643,90000
4644,90000
4645,90000
4646,90000
4647,90000
4648,90000
4649,90000
4650,90000
4651,90000
4652,90000
4653,90000
4654,90000
4655,90000
4656,90000
4657,90000
4658,90000
4659,90000
4660,90000
4661,90000
4662,90000
4663,90000
4664,90000
4665,90000
4666,90000
4667,90000
4668,90000
4669,90000
4670,90000
4671,90000
4672,90000
4673,90000
4674,90000
4675,90000
4676,90000
4677,90000
4678,90000
4679,90000
4680,90000
4681,90000
4682,90000
4683,90000
4684,90000
4685,90000
4686,90000
4687,90000
4688,90000
4689,90000
4690,90000
4691,90000
4692,90000
4693,90000
4694,90000
4695,90000
4696,90000
4697,90000
4698,90000
4699,90000
4700,90000
4701,90000
4702,90000
4703,90000
4704,90000
4705,90000
4706,90000
4707,90000
4708,90000
4709,90000
4710,90000
4711,90000
4712,90000
4713,90000
4714,90000
4715,90000
4716,90000
4717,90000
4718,90000
4719,90000
4720,90000
4721,90000
4722,90000
4723,90000
4724,90000
4725,90000
4726,90000
4727,90000
4728,90000
4729,90000
4730,90000
4731,90000
4732,90000
4733,90000
4734,90000
4735,90000
4736,90000
4737,90000
4738,90000
4739,90000
4740,90000
4741,90000
4742,90000
4743,90000
4744,90000
4745,90000
4746,90000
4747,90000
4748,90000
4749,90000
4750,90000
4751,90000
4752,90000
4753,90000
4754,90000
4755,90000
4756,90000
4757,90000
4758,90000
4759,90000
4760,90000
4761,90000
4762,90000
4763,90000
4764,90000
4765,90000
4766,90000
4767,90000
4768,90000
4769,90000
4770,90000
4771,90000
4772,90000
4773,90000
4774,90000
4775,90000
4776,90000
4777,90000
4778,90000
4779,90000
4780,90000
4781,90000
4782,90000
4783,90000
4784,90000
4785,90000
4786,90000
4787,90000
4788,90000
4789,90000
4790,90000
4791,90000
4792,90000
4793,90000
4794,90000
4795,90000
4796,90000
4797,90000
4798,90000
4799,90000
4800,90000
4801,90000
4802,90000
4803,90000
4804,90000
4805,90000
4806,90000
4807,90000
4808,90000
4809,90000
4810,90000
4811,90000
4812,90000
4813,90000
4814,90000
4815,90000
4816,90000
4817,90000
4818,90000
4819,90000
4820,90000
4821,90000
4822,90000
4823,90000
4824,90000
4825,90000
4826,90000
4827,90000
4828,90000
4829,90000
